expense_id,incurred_on,department,category,amount,description
562,2024-08-19,Operations,recruiting,692.49,client dinner
563,2024-06-23,People,office,1057.2,laptop
564,2024-04-05,Product,recruiting,1955.33,job board
565,2023-11-11,Finance,software,773.17,job board
566,2024-01-19,Product,software,149.82,conference travel
567,2024-01-18,Operations,events,3553.95,laptop
568,2024-08-12,Support,recruiting,3811.58,conference travel
569,2024-11-21,Sales,recruiting,294.94,laptop
570,2024-07-19,People,recruiting,1433.17,job board
571,2023-11-20,Engineering,travel,990.25,cloud overage
572,2024-09-14,Support,office,1277.5,laptop
573,2024-11-03,Finance,cloud,1462.86,conference travel
574,2023-08-14,Marketing,events,532.51,team offsite
575,2024-11-24,Sales,events,1202.39,job board
576,2024-04-11,Support,software,3085.73,conference travel
577,2024-03-20,Product,events,3163.96,training course
578,2023-11-01,Operations,office,2470.62,client dinner
579,2023-08-29,Sales,software,2396.64,laptop
580,2024-06-17,Operations,software,381.3,job board
581,2024-04-05,Marketing,software,1382.44,laptop
582,2023-12-06,Product,training,3443.98,team offsite
583,2023-11-10,Sales,events,2491.21,cloud overage
584,2024-03-05,Engineering,cloud,3627.42,client dinner
585,2024-11-28,Operations,recruiting,614.26,job board
586,2024-01-26,Support,cloud,2152.44,team offsite
587,2024-10-28,People,office,1076.42,conference travel
588,2024-04-24,Finance,software,3117.59,team offsite
589,2024-04-03,Operations,software,971.34,client dinner
590,2024-02-29,Engineering,cloud,2672.89,laptop
591,2024-11-27,People,travel,3861.61,training course
592,2023-07-08,People,training,2764.31,job board
593,2023-11-06,Sales,recruiting,3696.43,training course
594,2023-07-11,Product,events,1855.09,training course
595,2024-02-02,Sales,training,1868.88,client dinner
596,2024-11-25,Engineering,software,2925.64,client dinner
597,2024-10-19,Engineering,training,2525.45,team offsite
598,2023-08-19,Sales,recruiting,1245.29,cloud overage
599,2024-03-22,Support,travel,3605.34,training course
600,2024-10-19,Operations,recruiting,370.47,team offsite
601,2024-04-24,Product,training,3123.53,team offsite
602,2024-04-03,Engineering,office,772.08,laptop
603,2024-08-21,Support,cloud,3122.97,client dinner
604,2024-09-09,Operations,software,1999.44,team offsite
605,2024-07-06,People,software,794.09,conference travel
606,2024-02-29,People,travel,3533.52,job board
607,2024-11-30,Finance,cloud,991.57,training course
608,2023-07-18,People,events,1653.56,job board
609,2023-08-30,Support,training,930.24,conference travel
610,2024-04-22,Operations,travel,476.2,client dinner
611,2024-09-01,Support,software,924.59,job board
612,2023-11-06,Operations,office,2754.35,laptop
613,2024-10-22,Sales,training,2122.01,conference travel
614,2024-10-02,Finance,office,927.03,job board
615,2023-11-23,Support,recruiting,3024.63,cloud overage
616,2024-12-31,Product,cloud,1219.3,training course
617,2024-04-03,Marketing,training,1972.44,cloud overage
618,2023-10-23,Finance,recruiting,1435.71,training course
619,2023-10-17,Engineering,office,3243.25,cloud overage
620,2024-04-03,Finance,travel,201.63,cloud overage
621,2024-02-10,Operations,travel,861.48,conference travel
622,2024-11-28,Sales,software,81.78,laptop
623,2024-06-11,Sales,travel,2559.11,cloud overage
624,2023-10-03,Support,software,2773.08,job board
625,2023-10-04,Sales,events,422.57,cloud overage
626,2024-04-04,Engineering,office,752.27,team offsite
627,2024-11-19,Support,office,204.7,laptop
628,2024-12-12,Product,office,867.91,laptop
629,2024-08-09,People,cloud,3629.5,training course
630,2024-01-12,Engineering,training,841.63,client dinner
631,2023-11-09,Product,recruiting,1903.49,client dinner
632,2024-09-06,Product,recruiting,2222.09,training course
633,2024-11-27,Support,events,3517.6,job board
634,2024-03-31,Marketing,office,3737.14,job board
635,2023-11-27,Finance,events,1647.4,conference travel
636,2024-06-11,Marketing,software,3029.47,client dinner
637,2024-08-22,Operations,events,2644.78,training course
638,2024-01-09,Operations,recruiting,2973.66,conference travel
639,2024-06-10,People,events,423.02,client dinner
640,2024-03-17,Engineering,travel,3263.78,laptop
641,2024-12-20,Engineering,events,736.33,team offsite
642,2024-08-18,Operations,travel,3861.18,training course
643,2024-09-21,Sales,events,3459.0,training course
644,2024-09-20,Finance,software,2982.2,conference travel
645,2024-04-14,Support,training,2736.25,conference travel
646,2023-10-31,Support,cloud,3847.01,team offsite
647,2024-05-08,Engineering,software,774.36,job board
648,2023-11-22,Marketing,office,605.86,job board
649,2024-12-31,Engineering,office,1827.69,laptop
650,2024-09-27,Operations,office,3216.63,laptop
651,2024-03-18,Marketing,training,1117.73,cloud overage
652,2024-09-07,Operations,recruiting,3919.97,conference travel
653,2024-01-30,Operations,events,1511.22,conference travel
654,2024-02-25,Product,software,686.76,client dinner
655,2024-09-15,Engineering,travel,3242.06,team offsite
656,2024-09-10,Marketing,recruiting,2497.7,training course
657,2023-12-27,Sales,cloud,1393.96,cloud overage
658,2023-09-27,Operations,software,1035.7,team offsite
659,2024-04-16,People,office,577.44,team offsite
660,2023-12-18,Support,training,638.69,job board
661,2024-07-15,Engineering,software,1279.06,laptop
662,2024-09-09,Operations,software,2394.89,cloud overage
663,2023-11-12,Finance,travel,962.79,cloud overage
664,2024-08-09,Finance,training,1419.39,job board
665,2024-03-07,Product,software,1092.73,client dinner
666,2024-07-21,Support,events,2377.26,laptop
667,2024-09-18,Finance,office,3340.18,conference travel
668,2023-12-27,Product,travel,357.33,client dinner
669,2024-02-07,Sales,recruiting,3679.38,laptop
670,2024-09-18,Engineering,office,1399.28,client dinner
671,2024-11-24,Product,recruiting,3602.15,laptop
672,2024-03-07,Marketing,cloud,639.22,job board
673,2024-09-19,People,events,2910.08,cloud overage
674,2023-08-18,Product,office,3229.98,team offsite
675,2024-07-09,Marketing,travel,781.92,team offsite
676,2024-01-14,Support,recruiting,517.6,job board
677,2023-07-04,People,events,2199.41,job board
678,2024-01-09,Support,office,3034.92,laptop
679,2023-10-31,Finance,office,2039.46,job board
680,2023-08-24,Support,events,450.82,training course
681,2023-10-25,Support,training,2277.05,conference travel
682,2024-03-14,Support,software,1606.13,conference travel
683,2023-08-17,Product,travel,3063.43,cloud overage
684,2023-11-21,Marketing,cloud,202.34,team offsite
685,2024-05-14,People,office,2716.19,job board
686,2023-11-01,Operations,cloud,2962.72,laptop
687,2024-02-04,Support,office,854.39,training course
688,2023-07-17,People,training,2080.43,team offsite
689,2024-08-10,Finance,travel,1704.61,client dinner
690,2023-09-03,Engineering,software,2816.38,conference travel
691,2024-10-11,Operations,travel,1296.02,laptop
692,2024-08-27,Sales,office,3267.86,cloud overage
693,2023-10-19,Engineering,cloud,2450.85,conference travel
694,2024-03-07,Sales,software,1049.48,client dinner
695,2024-10-21,Support,software,2184.43,conference travel
696,2024-04-01,Product,software,996.28,cloud overage
697,2024-02-15,Finance,software,1871.94,conference travel
698,2024-09-22,Product,travel,2786.21,client dinner
699,2024-09-01,Finance,travel,2239.15,conference travel
700,2023-10-04,Finance,office,3352.77,training course
701,2024-11-14,Operations,office,1029.57,job board
702,2024-07-03,Operations,travel,2845.39,laptop
703,2024-03-08,Finance,travel,3274.15,conference travel
704,2024-01-09,Engineering,software,548.63,client dinner
705,2024-11-22,Marketing,office,2408.5,conference travel
706,2024-03-24,People,software,332.96,training course
707,2024-03-04,Product,software,827.26,cloud overage
708,2024-04-24,People,events,2920.96,laptop
709,2024-02-14,Support,recruiting,1018.32,team offsite
710,2024-10-26,Operations,travel,2812.08,cloud overage
711,2023-09-11,People,office,2061.38,conference travel
712,2024-07-16,Product,travel,2535.86,training course
713,2024-10-22,Engineering,recruiting,1685.3,client dinner
714,2023-08-21,Sales,training,3556.88,team offsite
715,2024-02-08,Sales,events,3901.18,client dinner
716,2024-05-11,Sales,events,3443.08,team offsite
717,2024-05-10,Finance,travel,2249.71,training course
718,2024-12-27,People,cloud,2530.63,laptop
719,2024-08-06,Operations,travel,3499.66,laptop
720,2024-03-30,People,recruiting,3150.51,client dinner
721,2023-07-23,Product,software,3758.63,job board
722,2024-08-17,People,software,3394.17,laptop
723,2023-12-03,Finance,software,817.64,training course
724,2024-03-23,Sales,cloud,3974.54,laptop
725,2023-10-19,Product,travel,3974.83,job board
726,2024-08-15,People,cloud,1651.17,team offsite
727,2024-09-14,Operations,travel,366.06,laptop
728,2024-05-08,Operations,office,194.99,job board
729,2024-10-31,Product,software,1371.21,job board
730,2024-06-28,Marketing,recruiting,708.44,laptop
731,2023-12-29,Finance,events,3389.99,cloud overage
732,2024-06-18,Engineering,travel,2407.14,conference travel
733,2024-10-04,Sales,training,3105.35,training course
734,2023-10-18,Finance,office,2063.07,client dinner
735,2024-12-05,Support,office,3004.22,conference travel
736,2023-10-12,Sales,events,452.45,client dinner
737,2024-05-15,Support,recruiting,3211.8,cloud overage
738,2023-12-11,Sales,training,3664.19,cloud overage
739,2024-03-09,People,office,3274.06,team offsite
740,2024-12-20,People,training,1656.02,job board
741,2024-02-19,Support,travel,1150.77,cloud overage
742,2024-07-20,Marketing,software,1814.8,training course
743,2024-04-07,People,travel,2607.1,laptop
744,2023-08-01,Engineering,events,118.91,laptop
745,2023-11-02,Support,software,298.61,client dinner
746,2023-09-04,People,events,770.23,laptop
747,2024-03-23,Sales,software,1434.75,job board
748,2024-08-06,Product,office,2549.73,team offsite
749,2024-05-14,Support,recruiting,1670.01,job board
750,2023-11-29,Operations,software,970.95,team offsite
751,2023-11-11,Engineering,office,3755.22,client dinner
752,2024-11-03,Finance,cloud,1626.59,training course
753,2024-07-15,People,travel,347.8,client dinner
754,2024-10-25,Engineering,travel,3107.22,client dinner
755,2023-07-21,Marketing,software,1613.58,cloud overage
756,2024-09-28,Marketing,cloud,989.32,job board
757,2024-11-20,People,training,2609.4,client dinner
758,2024-04-25,Finance,cloud,2519.75,conference travel
759,2024-08-15,Marketing,office,2078.52,laptop
760,2024-03-02,Marketing,recruiting,606.61,cloud overage
761,2024-11-30,Sales,travel,1362.36,cloud overage
762,2023-08-31,Finance,office,1453.21,client dinner
763,2024-05-14,Product,recruiting,1732.9,cloud overage
764,2023-09-08,People,events,996.4,conference travel
765,2023-12-24,Finance,training,2760.4,conference travel
766,2023-10-17,Product,cloud,2457.54,conference travel
767,2023-09-09,Support,training,575.53,laptop
768,2024-06-01,Engineering,software,459.02,client dinner
769,2024-11-19,Finance,travel,3042.68,laptop
770,2024-09-24,Engineering,software,3676.07,training course
771,2023-08-16,Support,software,1949.08,client dinner
772,2024-06-08,Marketing,cloud,1356.93,job board
773,2023-09-05,Operations,cloud,3016.9,laptop
774,2023-10-09,Finance,cloud,1591.1,laptop
775,2024-04-19,Support,office,3511.22,conference travel
776,2024-01-27,People,office,2915.79,client dinner
777,2024-07-20,Engineering,recruiting,3457.74,job board
778,2023-09-15,Marketing,office,1179.75,client dinner
779,2024-02-20,Finance,software,640.9,job board
780,2023-11-23,Product,cloud,3202.54,training course
781,2023-11-21,Support,office,3413.88,job board
782,2023-11-27,Product,office,1108.87,client dinner
783,2024-10-04,Support,office,1849.91,cloud overage
784,2024-07-07,Engineering,training,3643.58,client dinner
785,2024-08-12,Support,software,1611.3,job board
786,2023-12-18,Marketing,office,2179.58,conference travel
787,2024-12-09,People,events,3908.25,team offsite
788,2023-08-10,Operations,cloud,3776.73,job board
789,2024-01-13,Product,recruiting,798.65,client dinner
790,2024-02-18,Engineering,cloud,3678.92,team offsite
791,2024-02-26,Engineering,cloud,3241.95,job board
792,2024-09-18,People,office,1032.27,laptop
793,2024-06-30,Support,software,3410.36,conference travel
794,2024-06-27,Marketing,software,3996.6,conference travel
795,2023-09-05,Finance,office,108.38,job board
796,2024-03-16,People,training,897.48,conference travel
797,2024-10-22,People,software,2259.79,cloud overage
798,2024-03-14,Finance,software,955.76,laptop
799,2024-08-23,Product,events,2149.38,laptop
800,2024-05-14,Engineering,recruiting,3928.11,job board
801,2023-10-24,Finance,recruiting,1341.44,training course
802,2024-07-21,Product,events,1793.52,job board
803,2024-02-06,Sales,software,1084.03,conference travel
804,2024-09-11,People,office,3923.89,cloud overage
805,2024-09-03,Finance,training,3762.38,training course
806,2024-10-10,Product,travel,3908.61,client dinner
807,2023-07-19,People,office,88.64,training course
808,2024-11-08,Product,cloud,1276.8,job board
809,2023-11-08,Product,cloud,1691.78,laptop
810,2024-05-22,Engineering,software,3527.03,laptop
811,2023-10-13,Sales,events,373.43,client dinner
812,2023-10-15,Sales,software,1380.42,cloud overage
813,2023-07-08,Marketing,cloud,3055.41,team offsite
814,2024-12-20,People,recruiting,2564.73,job board
815,2023-09-04,Engineering,training,172.68,laptop
816,2024-05-03,Engineering,cloud,233.17,conference travel
817,2024-10-24,Marketing,software,328.96,laptop
818,2023-07-17,Product,office,3655.97,laptop
819,2023-12-20,Finance,cloud,471.64,team offsite
820,2024-06-22,People,cloud,1099.81,job board
821,2024-09-23,Sales,events,2961.39,job board
822,2023-12-15,People,recruiting,3305.25,job board
823,2024-12-28,Engineering,cloud,104.84,laptop
824,2023-11-25,Operations,training,1942.25,cloud overage
825,2024-04-21,Operations,cloud,3132.33,client dinner
826,2024-12-01,People,software,3655.31,team offsite
827,2023-11-04,Product,events,373.34,conference travel
828,2023-11-05,Finance,recruiting,115.25,client dinner
829,2023-09-29,Product,office,563.04,job board
830,2024-05-12,Support,events,1365.76,job board
831,2024-08-05,Support,events,2781.25,cloud overage
832,2024-08-22,Sales,office,1197.97,cloud overage
833,2023-11-05,Sales,software,1473.39,job board
834,2024-12-21,People,training,699.24,laptop
835,2024-01-15,Operations,travel,961.45,training course
836,2024-10-03,People,office,2081.1,client dinner
837,2023-09-20,Marketing,office,3190.91,cloud overage
838,2024-05-27,Sales,recruiting,1204.42,job board
839,2023-10-10,Support,office,3365.33,team offsite
840,2024-05-21,Marketing,cloud,811.06,training course
841,2024-11-05,Sales,events,2022.04,laptop
842,2024-01-04,Engineering,cloud,1447.61,laptop
843,2023-07-11,Support,software,148.73,cloud overage
844,2023-11-17,Finance,recruiting,1114.34,job board
845,2024-04-24,Finance,recruiting,3874.19,laptop
846,2024-01-20,Engineering,cloud,2095.06,training course
847,2024-09-27,Support,training,2220.86,client dinner
848,2024-07-12,People,cloud,1914.97,client dinner
849,2024-05-11,Engineering,software,1517.56,job board
850,2024-04-25,Engineering,events,3904.01,cloud overage
851,2024-12-14,Engineering,recruiting,340.3,laptop
852,2023-11-19,Product,software,1838.44,team offsite
853,2024-06-26,People,training,2392.46,conference travel
854,2024-05-24,Support,travel,2053.98,laptop
855,2024-02-11,Support,software,2900.35,training course
856,2023-09-08,Sales,cloud,310.11,training course
857,2024-02-22,Support,recruiting,26.59,cloud overage
858,2023-12-06,Sales,cloud,3992.88,client dinner
859,2023-09-26,Support,office,3562.41,cloud overage
860,2023-09-21,Finance,training,2805.26,team offsite
861,2024-04-05,People,cloud,942.41,cloud overage
862,2024-05-13,Engineering,travel,484.74,conference travel
863,2023-10-16,Finance,training,741.95,job board
864,2024-03-01,Sales,cloud,2344.34,training course
865,2024-01-13,Operations,travel,1423.37,job board
866,2023-09-11,People,office,1243.4,training course
867,2024-07-27,Engineering,cloud,509.82,job board
868,2024-09-24,Marketing,office,1527.28,laptop
869,2023-07-26,People,recruiting,2741.98,cloud overage
870,2024-12-15,Sales,events,2825.99,team offsite
871,2023-12-22,Support,recruiting,3280.24,team offsite
872,2024-06-12,Operations,training,2478.97,laptop
873,2024-10-05,People,office,2824.34,laptop
874,2024-12-15,Product,recruiting,920.8,laptop
875,2024-10-17,Marketing,office,2851.29,client dinner
876,2023-11-13,Marketing,software,1257.03,client dinner
877,2024-08-28,Product,training,1096.58,cloud overage
878,2024-09-09,People,cloud,230.44,team offsite
879,2024-04-05,People,cloud,3691.28,conference travel
880,2024-01-16,Support,events,3152.95,job board
881,2024-07-23,Finance,recruiting,413.14,job board
882,2023-11-30,Support,travel,239.01,team offsite
883,2024-11-06,Finance,office,2559.28,training course
884,2024-05-24,Operations,recruiting,2282.89,laptop
885,2024-02-22,Product,recruiting,1740.31,client dinner
886,2024-07-09,Finance,office,1861.63,cloud overage
887,2023-10-25,Operations,software,186.16,job board
888,2023-07-23,Operations,travel,1073.23,client dinner
889,2024-07-11,Finance,training,1900.01,laptop
890,2024-02-18,Marketing,recruiting,937.87,team offsite
891,2023-11-27,Operations,recruiting,1493.1,cloud overage
892,2024-06-22,People,training,3188.78,cloud overage
893,2024-09-22,Engineering,recruiting,77.55,conference travel
894,2023-07-12,Support,software,2161.52,job board
895,2023-11-13,Operations,cloud,1980.5,client dinner
896,2024-07-03,Finance,events,661.85,cloud overage
897,2023-07-20,Sales,cloud,2074.29,conference travel
898,2024-07-04,Operations,software,2032.45,laptop
899,2024-02-16,Marketing,recruiting,3391.16,client dinner
900,2024-02-05,People,training,3406.71,client dinner
901,2023-12-27,Sales,cloud,672.69,client dinner
902,2024-06-03,People,software,1165.15,team offsite
903,2023-12-04,Engineering,cloud,2365.3,training course
904,2024-06-13,Marketing,events,390.19,client dinner
905,2024-09-16,Sales,recruiting,1726.62,cloud overage
906,2023-12-11,Engineering,software,1431.23,job board
907,2024-12-25,Engineering,cloud,2031.64,cloud overage
908,2024-01-24,Sales,events,104.24,conference travel
909,2024-07-06,Finance,recruiting,27.96,laptop
910,2024-12-22,People,travel,778.41,cloud overage
911,2023-10-24,Marketing,cloud,2714.67,client dinner
912,2024-02-26,Support,recruiting,857.0,team offsite
913,2024-01-09,Sales,travel,2239.12,client dinner
914,2024-09-28,Engineering,training,3954.56,conference travel
915,2024-02-07,Sales,travel,1584.39,conference travel
916,2023-10-11,Finance,software,137.79,training course
917,2023-10-20,Product,recruiting,91.16,team offsite
918,2024-10-05,Support,cloud,3544.16,team offsite
919,2023-07-11,Support,cloud,2108.09,team offsite
920,2024-06-27,Engineering,training,3506.63,laptop
921,2023-10-16,People,training,3645.91,conference travel
922,2024-04-03,Support,travel,2885.19,team offsite
923,2024-10-17,Engineering,training,537.57,client dinner
924,2024-10-12,People,training,3401.81,cloud overage
925,2024-05-02,Operations,cloud,2441.42,conference travel
926,2023-07-13,Sales,recruiting,1409.61,conference travel
927,2024-11-18,Finance,events,823.08,training course
928,2024-04-17,Support,travel,1844.61,team offsite
929,2024-01-14,Finance,training,2327.76,training course
930,2024-01-24,Finance,training,1523.81,conference travel
931,2024-07-31,Product,events,46.04,laptop
932,2024-06-09,Product,recruiting,58.87,cloud overage
933,2023-11-10,Operations,office,1044.32,laptop
934,2024-04-25,Engineering,recruiting,1967.33,conference travel
935,2024-07-02,Support,training,1421.08,client dinner
936,2024-08-01,Operations,travel,1489.25,job board
937,2024-01-31,Support,training,3716.99,cloud overage
938,2024-04-17,People,recruiting,3847.22,conference travel
939,2023-07-09,Product,software,3511.89,conference travel
940,2024-02-27,People,office,1012.92,training course
941,2023-10-07,Product,office,1611.82,laptop
942,2024-11-25,Sales,cloud,820.54,conference travel
943,2024-04-16,Support,recruiting,1203.48,conference travel
944,2024-08-04,Support,training,2348.94,job board
945,2024-01-10,Sales,training,1959.57,laptop
946,2024-08-15,Support,recruiting,3709.95,laptop
947,2024-08-16,People,software,699.18,job board
948,2024-03-05,Marketing,recruiting,1284.81,client dinner
949,2024-06-20,Engineering,training,708.73,laptop
950,2024-07-19,Support,recruiting,1016.52,training course
951,2024-10-17,Support,training,3725.77,laptop
952,2023-12-03,Engineering,recruiting,2540.05,training course
953,2024-04-10,Support,training,1172.72,job board
954,2023-10-21,Sales,cloud,62.01,cloud overage
955,2024-03-21,Sales,software,3311.93,laptop
956,2023-08-19,Product,office,712.87,job board
957,2024-02-07,People,travel,2138.5,cloud overage
958,2024-10-29,Marketing,office,908.55,conference travel
959,2024-08-28,People,travel,685.57,laptop
960,2024-05-05,Support,training,2833.86,training course
961,2023-08-19,Product,cloud,2319.64,conference travel
962,2024-08-30,Marketing,cloud,609.19,cloud overage
963,2023-08-26,Engineering,office,392.66,cloud overage
964,2023-09-01,Marketing,training,828.87,client dinner
965,2024-01-10,Sales,office,3976.08,laptop
966,2024-02-07,Product,events,1918.31,laptop
967,2023-12-03,Support,travel,1095.66,conference travel
968,2024-10-24,Sales,travel,1451.1,team offsite
969,2024-02-03,Sales,software,887.9,job board
970,2024-09-25,Support,travel,2419.56,conference travel
971,2024-05-16,Sales,cloud,1545.61,team offsite
972,2023-11-06,Finance,software,3782.18,training course
973,2024-04-28,Finance,events,1505.38,training course
974,2024-01-14,People,training,2118.91,laptop
975,2024-05-13,Product,office,2369.4,client dinner
976,2023-11-16,People,software,1571.89,team offsite
977,2023-08-28,People,software,1789.16,laptop
978,2023-10-31,Product,office,1798.18,job board
979,2023-11-21,Sales,events,1332.31,training course
980,2023-09-14,Support,events,3399.58,cloud overage
981,2024-04-02,Marketing,software,935.47,cloud overage
982,2024-09-24,Support,office,307.25,cloud overage
983,2024-03-06,Marketing,cloud,1325.75,conference travel
984,2024-06-23,Sales,software,3072.73,conference travel
985,2024-08-20,Sales,travel,886.58,conference travel
986,2023-07-21,Product,cloud,3157.42,conference travel
987,2023-10-04,Finance,cloud,272.52,cloud overage
988,2024-12-14,Support,software,3670.63,client dinner
989,2024-08-10,Marketing,training,564.35,laptop
990,2024-07-23,Sales,recruiting,3970.75,laptop
991,2023-08-30,Support,software,3515.29,team offsite
992,2024-08-02,Finance,cloud,3325.0,conference travel
993,2024-12-05,Operations,events,3125.45,job board
994,2024-10-27,Finance,training,3331.23,cloud overage
995,2023-09-13,Operations,cloud,1147.61,team offsite
996,2024-11-08,Sales,office,1763.0,client dinner
997,2023-08-03,Product,software,2563.41,training course
998,2024-10-22,Marketing,recruiting,2373.8,team offsite
999,2024-07-11,Marketing,travel,1770.56,laptop
1000,2023-09-05,Marketing,cloud,3794.93,job board
1001,2024-05-01,Finance,software,261.72,job board
1002,2024-11-01,Support,travel,935.4,client dinner
1003,2023-07-22,Finance,software,373.58,team offsite
1004,2024-05-24,Marketing,office,1512.87,laptop
1005,2024-03-22,Product,cloud,844.11,laptop
1006,2024-02-05,Finance,office,2727.83,job board
1007,2024-09-29,People,office,60.23,laptop
1008,2023-09-17,Operations,training,1743.32,cloud overage
1009,2024-06-29,Operations,software,672.04,conference travel
1010,2023-08-02,Marketing,recruiting,1341.62,team offsite
1011,2024-10-02,Marketing,recruiting,3066.93,cloud overage
1012,2024-09-04,Sales,software,1111.89,client dinner
1013,2023-11-22,Product,recruiting,2589.92,team offsite
1014,2023-12-15,Product,cloud,1119.51,client dinner
1015,2024-02-05,Engineering,events,2199.89,client dinner
1016,2023-10-15,Operations,travel,820.83,training course
1017,2024-03-22,People,cloud,759.77,laptop
1018,2024-08-05,Support,training,2528.9,team offsite
1019,2024-01-14,Finance,office,2859.77,client dinner
1020,2024-07-05,Sales,training,1258.1,team offsite
1021,2024-10-05,Product,events,3058.65,training course
1022,2023-09-15,Product,cloud,2347.12,laptop
1023,2024-09-04,Sales,software,2862.33,team offsite
1024,2023-11-05,Support,cloud,1280.03,client dinner
1025,2023-10-02,Finance,cloud,236.69,client dinner
1026,2024-09-27,Finance,training,992.21,cloud overage
1027,2024-08-13,Finance,events,642.35,laptop
1028,2024-08-08,Operations,recruiting,2176.83,conference travel
1029,2024-01-13,People,recruiting,2086.25,training course
1030,2023-09-25,Finance,office,1019.27,client dinner
1031,2023-09-21,Product,cloud,1313.53,conference travel
1032,2024-12-19,Sales,events,2438.84,team offsite
1033,2024-12-03,Engineering,software,197.06,training course
1034,2024-01-01,Sales,software,728.92,laptop
1035,2024-12-29,Product,cloud,3498.74,laptop
1036,2024-05-11,Sales,travel,1969.47,conference travel
1037,2023-09-23,Engineering,software,2780.35,job board
1038,2024-08-23,Marketing,cloud,2672.04,cloud overage
1039,2024-04-18,Support,cloud,3424.2,team offsite
1040,2024-09-18,Engineering,events,22.35,conference travel
1041,2024-11-09,Engineering,office,3920.19,conference travel
1042,2024-12-13,Marketing,events,28.73,training course
1043,2024-09-07,Operations,recruiting,2034.87,client dinner
1044,2024-02-05,Sales,training,904.27,cloud overage
1045,2024-08-29,Marketing,office,921.36,conference travel
1046,2024-04-29,Engineering,cloud,3624.11,laptop
1047,2024-01-03,Engineering,travel,150.28,cloud overage
1048,2023-11-21,Sales,software,2996.47,training course
1049,2024-07-24,Finance,events,2058.96,cloud overage
1050,2024-01-06,Finance,events,2137.7,team offsite
1051,2024-02-04,Sales,training,1297.86,team offsite
1052,2024-04-06,Product,recruiting,3699.0,training course
1053,2024-08-12,Sales,training,3824.72,client dinner
1054,2023-10-09,People,events,2930.84,client dinner
1055,2024-05-22,Sales,travel,1897.46,conference travel
1056,2024-10-25,Product,software,1832.06,team offsite
1057,2024-03-14,Operations,software,2886.9,training course
1058,2023-12-30,People,travel,1419.64,job board
1059,2024-10-12,Engineering,software,3966.6,training course
1060,2023-07-16,Operations,events,3283.55,cloud overage
1061,2023-09-19,People,office,1519.18,training course
1062,2024-02-27,Product,cloud,2118.54,client dinner
1063,2024-03-05,Engineering,recruiting,2349.6,cloud overage
1064,2024-07-27,Marketing,training,831.31,laptop
1065,2024-04-21,Engineering,events,1577.93,job board
1066,2023-11-13,Support,events,1173.07,cloud overage
1067,2024-02-09,Operations,cloud,3611.12,cloud overage
1068,2024-07-21,People,recruiting,974.87,training course
1069,2024-03-17,Sales,cloud,527.75,conference travel
1070,2023-10-14,Operations,cloud,3037.18,team offsite
1071,2023-07-31,Marketing,software,199.2,cloud overage
1072,2024-07-22,Operations,recruiting,3556.07,team offsite
1073,2024-08-24,Marketing,office,834.14,job board
1074,2023-09-24,Product,recruiting,2104.03,conference travel
1075,2023-09-19,Engineering,recruiting,1976.3,job board
1076,2023-12-14,Engineering,training,736.84,cloud overage
1077,2023-09-26,Operations,travel,647.03,training course
1078,2023-12-28,Finance,travel,287.88,team offsite
1079,2024-12-14,Operations,training,1869.05,laptop
1080,2023-08-31,Product,recruiting,1204.29,job board
1081,2023-07-27,Sales,office,170.66,team offsite
1082,2023-11-03,Finance,travel,39.43,job board
1083,2024-02-22,Finance,software,3573.27,cloud overage
1084,2023-07-12,Operations,cloud,186.25,job board
1085,2024-11-13,Engineering,office,426.63,team offsite
1086,2024-04-29,Marketing,events,1553.4,team offsite
1087,2024-10-28,People,travel,1312.55,training course
1088,2024-06-01,Operations,software,874.54,job board
1089,2023-11-28,Marketing,travel,3967.52,training course
1090,2024-11-17,Product,office,547.71,training course
1091,2023-11-11,Finance,office,2770.31,conference travel
1092,2024-01-08,Finance,training,3080.02,cloud overage
1093,2024-02-23,People,recruiting,1095.75,client dinner
1094,2024-11-25,Sales,office,2864.3,client dinner
1095,2023-08-15,Support,travel,2275.84,cloud overage
1096,2023-07-05,Engineering,events,3247.34,laptop
1097,2024-08-08,Sales,travel,1220.28,client dinner
1098,2024-04-09,People,office,469.24,job board
1099,2024-02-17,Support,software,1093.26,team offsite
1100,2024-12-06,Operations,recruiting,1409.45,client dinner
1101,2023-08-16,Sales,training,1116.88,team offsite
1102,2024-11-09,Support,cloud,2560.16,team offsite
1103,2024-07-20,Engineering,cloud,1889.56,job board
1104,2023-10-08,Support,cloud,1355.7,cloud overage
1105,2024-01-28,Operations,training,2951.29,job board
1106,2023-07-21,Operations,recruiting,3378.0,team offsite
1107,2024-11-16,People,training,2935.06,laptop
1108,2024-03-12,Product,software,1280.91,cloud overage
1109,2023-09-08,Product,office,995.71,cloud overage
1110,2024-08-10,Finance,recruiting,1023.04,team offsite
1111,2024-10-26,Engineering,travel,2376.11,conference travel
1112,2024-12-06,Operations,software,611.5,client dinner
1113,2023-08-19,Operations,cloud,804.87,team offsite
1114,2024-03-05,Product,software,2374.75,cloud overage
1115,2024-06-13,Product,cloud,287.61,client dinner
1116,2024-03-07,People,office,1301.06,laptop
1117,2024-10-31,Marketing,recruiting,3480.79,team offsite
1118,2023-10-20,Finance,training,975.36,team offsite
1119,2024-12-13,Engineering,cloud,3156.97,laptop
1120,2024-12-17,Operations,cloud,3253.29,client dinner
1121,2024-09-17,People,cloud,1239.38,cloud overage
